@RELATION movies

@ATTRIBUTE director_facebook_likes 	{Low,Average,High}
@ATTRIBUTE highest_actor_rating 	{A,B,C,D,F}}
@ATTRIBUTE genre	{Sci-Fi,Action,Animation,Family,Documentary,Romance,Comedy,Drama,Horror,Thriller}
@ATTRIBUTE num_voted_users 	{Low,Average,High}
@ATTRIBUTE content_rating 	{Approved,G,NC-17,PG,PG-13,R,Unrated}
@ATTRIBUTE budget 	{Low,Medium,High}
@ATTRIBUTE imdb_score	{Excellent,Good,Above_Average,Average,Below_Average,Poor,Awful}

@DATA
Low,F,Comedy,Low,Approved,Low,Average
Low,F,Drama,Low,PG-13,Low,Awful
Low,F,Family,Low,Approved,Low,Above_Average
Low,D,Animation,Low,Unrated,Low,Above_Average
Average,F,Thriller,High,R,Low,Above_Average
Low,F,Thriller,Low,PG-13,Low,Average
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Horror,Average,R,Low,Poor
Low,F,Drama,Low,PG-13,Low,Below_Average
Low,F,Drama,Low,PG-13,Low,Below_Average
Low,F,Thriller,Low,R,Low,Poor
Low,F,Drama,Low,Approved,Low,Above_Average
Average,F,Action,Average,Unrated,Low,Good
Low,F,Drama,Low,R,Low,Above_Average
Low,F,Horror,Low,R,Low,Below_Average
High,D,Sci-Fi,Average,PG,Low,Above_Average
Average,F,Horror,High,R,Low,Average
High,D,Comedy,Average,R,Low,Average
Low,F,Drama,High,Unrated,Low,Good
Low,F,Romance,Average,R,Low,Above_Average
Average,F,Drama,Low,PG-13,Low,Above_Average
Low,F,Drama,Average,Unrated,Low,Good
Low,F,Action,Low,Approved,Low,Above_Average
Low,F,Romance,High,R,Low,Good
Average,F,Drama,Average,R,Low,Average
Average,F,Romance,Low,Approved,Low,Above_Average
Low,A,Drama,High,R,Low,Above_Average
Low,F,Romance,Low,Approved,Low,Above_Average
Low,F,Comedy,Average,R,Low,Above_Average
Average,B,Thriller,Average,R,Low,Above_Average
Low,F,Thriller,Low,PG-13,Low,Below_Average
Low,D,Comedy,Low,R,Low,Poor
Low,F,Comedy,Average,Unrated,Low,Average
Low,F,Action,Low,PG-13,Low,Awful
Low,D,Romance,Low,R,Low,Average
Low,F,Documentary,Low,NC-17,Low,Average
Low,F,Comedy,Low,R,Low,Poor
Low,A,Comedy,Low,PG-13,Low,Above_Average
Low,F,Sci-Fi,Low,PG-13,Low,Average
Low,C,Comedy,Low,R,Low,Below_Average
Average,B,Drama,Low,R,Medium,Poor
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Drama,Low,R,Low,Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Horror,Low,R,Low,Below_Average
High,D,Comedy,Average,PG,Low,Above_Average
Low,F,Thriller,Low,R,Low,Poor
Low,F,Thriller,Low,Unrated,Low,Above_Average
Low,F,Horror,Low,R,Low,Poor
Low,D,Drama,Low,R,Medium,Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Sci-Fi,Low,Unrated,Low,Below_Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,F,Comedy,Low,Approved,Low,Above_Average
Average,D,Action,Low,PG-13,Low,Poor
Low,F,Horror,Low,R,Low,Awful
Low,D,Thriller,Low,Unrated,Low,Awful
Low,C,Drama,Low,R,Low,Above_Average
Low,F,Romance,Low,PG-13,Low,Average
Low,F,Thriller,Low,R,Low,Below_Average
Low,C,Horror,High,R,Medium,Below_Average
Low,A,Horror,High,NC-17,Low,Above_Average
Low,F,Drama,Low,R,Low,Above_Average
Average,D,Drama,Average,PG,Low,Good
Low,F,Comedy,High,PG,Low,Good
Low,F,Romance,Average,PG-13,Low,Above_Average
Low,F,Sci-Fi,Average,G,Low,Below_Average
Low,F,Drama,Low,PG-13,Low,Above_Average
Low,C,Documentary,Low,PG-13,Low,Average
Low,D,Horror,Low,PG-13,Low,Average
Low,C,Action,Average,PG,Low,Above_Average
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Comedy,Low,Unrated,Low,Below_Average
Low,F,Horror,Average,R,Low,Average
Low,F,Horror,Low,PG-13,Low,Average
Low,F,Sci-Fi,Average,PG,Low,Average
Low,F,Drama,Average,R,Low,Above_Average
Low,F,Horror,Average,R,Low,Average
Low,F,Comedy,Low,PG-13,Low,Average
Average,F,Comedy,Low,Approved,Low,Good
Low,F,Action,Average,Unrated,Low,Above_Average
Average,F,Action,Low,Unrated,Low,Above_Average
Low,F,Comedy,Low,R,Low,Poor
Low,D,Thriller,Average,PG,Low,Above_Average
Average,F,Drama,Low,R,Low,Below_Average
Low,F,Horror,High,R,Medium,Above_Average
Low,F,Comedy,Average,PG-13,Low,Above_Average
Low,F,Drama,Average,R,Low,Average
Average,F,Comedy,Average,Unrated,Low,Good
Average,F,Comedy,Average,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Average
High,F,Thriller,Average,Unrated,Low,Above_Average
Average,F,Comedy,Average,R,Low,Above_Average
Low,F,Horror,High,PG-13,Low,Average
Low,F,Sci-Fi,Average,R,Low,Average
Low,F,Drama,Low,R,Low,Average
Low,F,Comedy,Average,R,Low,Below_Average
Low,A,Drama,Average,R,Low,Above_Average
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Horror,Average,R,Low,Average
Average,F,Comedy,Low,R,Low,Average
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Family,High,G,Low,Good
Low,F,Drama,Low,PG,Low,Average
Low,F,Romance,Average,R,Low,Average
Low,F,Comedy,Low,PG-13,Low,Poor
Low,F,Romance,Low,R,Low,Average
Average,F,Action,Low,R,Low,Below_Average
Low,A,Drama,Low,R,Low,Average
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Documentary,Low,Unrated,Low,Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Family,Low,PG-13,Low,Good
Low,D,Thriller,High,PG-13,High,Above_Average
Low,F,Horror,Low,Unrated,Low,Awful
Low,F,Horror,Low,R,Low,Awful
Low,F,Animation,High,Approved,Low,Above_Average
Low,F,Drama,Low,PG,Low,Poor
Low,F,Horror,Low,R,Low,Average
Low,F,Family,Average,Approved,Low,Average
High,D,Comedy,Low,R,Low,Above_Average
Low,F,Drama,Low,R,Low,Above_Average
Low,F,Drama,Low,PG,Low,Average
Low,D,Thriller,Average,R,High,Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Comedy,Low,R,Low,Awful
Low,A,Horror,Low,R,Low,Below_Average
High,F,Thriller,High,Unrated,Low,Good
Low,F,Horror,Average,R,Low,Average
Low,F,Drama,Average,Unrated,Low,Good
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Drama,Low,R,Low,Below_Average
Low,F,Animation,Low,PG,Medium,Awful
Low,F,Thriller,Low,Approved,Low,Above_Average
Average,F,Family,Low,Approved,Low,Above_Average
Low,F,Drama,Average,R,Low,Above_Average
Low,F,Horror,High,R,Low,Above_Average
Average,F,Comedy,Average,R,Low,Above_Average
Average,C,Sci-Fi,High,PG-13,High,Below_Average
Low,F,Drama,Average,R,Low,Above_Average
High,F,Comedy,Average,Approved,Low,Above_Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Drama,Low,PG-13,Low,Average
High,C,Thriller,High,R,Low,Good
Low,F,Comedy,Low,PG-13,Low,Average
Low,F,Comedy,Low,R,Low,Average
Average,F,Action,Low,Approved,Low,Above_Average
Low,F,Comedy,Low,PG,Low,Average
Low,F,Comedy,Low,R,Low,Average
Low,D,Horror,Low,R,Low,Poor
Low,C,Comedy,Average,R,Low,Average
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Horror,Low,R,Low,Awful
Average,F,Action,High,PG,Low,Good
Low,F,Sci-Fi,Average,PG,Low,Average
Low,D,Drama,High,PG,Low,Good
Low,F,Horror,Average,R,Low,Average
Low,F,Horror,Average,R,Low,Below_Average
High,C,Drama,High,R,Low,Good
Low,F,Horror,Average,R,Low,Average
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Drama,Low,PG,Low,Awful
Low,F,Horror,Average,PG-13,Low,Below_Average
Average,A,Romance,High,R,Low,Above_Average
Low,F,Comedy,Average,R,Low,Above_Average
Low,F,Horror,Average,R,Low,Poor
Low,F,Comedy,Low,NC-17,Low,Average
Low,F,Action,Low,Approved,Low,Above_Average
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Comedy,Average,R,Low,Above_Average
Low,C,Comedy,Low,R,Low,Average
Average,B,Comedy,High,PG-13,Low,Above_Average
Low,F,Drama,Average,R,Low,Above_Average
Low,F,Documentary,Low,PG-13,Low,Above_Average
Low,C,Comedy,Low,R,Low,Below_Average
Low,F,Documentary,Low,PG,Low,Above_Average
Low,F,Comedy,Low,R,Low,Above_Average
Low,F,Romance,Average,R,Low,Above_Average
Low,F,Family,Average,PG,High,Average
Low,F,Drama,Low,R,Low,Above_Average
Low,F,Drama,Low,PG-13,Low,Above_Average
Low,F,Comedy,Average,R,Low,Average
Average,F,Sci-Fi,Average,NC-17,Low,Average
Low,D,Romance,Low,R,Low,Average
Low,F,Comedy,Low,R,Low,Above_Average
Low,F,Drama,Low,R,Low,Average
Low,F,Comedy,Low,R,Low,Awful
Low,F,Romance,Average,R,Low,Above_Average
Low,F,Comedy,Low,PG-13,Low,Average
Low,F,Thriller,High,PG-13,High,Average
Low,F,Documentary,Low,R,Low,Above_Average
Low,A,Drama,Low,PG-13,Low,Below_Average
Low,F,Horror,Average,R,Low,Average
Low,F,Thriller,Average,R,Low,Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Romance,Low,R,Low,Below_Average
Low,F,Sci-Fi,Low,R,Low,Average
Low,F,Thriller,Low,Unrated,Low,Average
Low,F,Sci-Fi,Low,R,Low,Below_Average
Low,F,Sci-Fi,Low,R,Low,Average
Low,F,Sci-Fi,Low,R,Low,Awful
Average,F,Comedy,Low,R,Low,Below_Average
Low,F,Romance,Low,Unrated,Low,Average
Low,F,Thriller,Low,R,Low,Average
Low,F,Comedy,Low,R,Low,Awful
Low,F,Drama,Low,PG,Low,Below_Average
Low,F,Drama,Low,R,Low,Average
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Horror,Low,PG-13,Low,Awful
Low,F,Comedy,Low,PG-13,Low,Awful
Low,D,Action,Low,PG-13,Low,Awful
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Horror,Low,Unrated,Low,Awful
Low,F,Drama,Low,PG,Low,Below_Average
Low,F,Drama,Low,Unrated,Low,Average
Average,D,Romance,High,Unrated,Low,Good
Low,F,Comedy,Low,R,Low,Below_Average
Low,F,Thriller,High,R,Low,Above_Average
Low,F,Thriller,Low,R,Low,Average
Low,F,Romance,Average,R,Low,Above_Average
Low,F,Thriller,Low,R,Low,Average
Low,F,Comedy,Low,R,Low,Above_Average
Low,D,Thriller,Average,PG-13,Medium,Average
Low,C,Comedy,Low,R,Low,Above_Average
Low,F,Drama,Low,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Sci-Fi,Low,PG,Low,Below_Average
Average,F,Comedy,Average,R,Low,Above_Average
Low,F,Romance,Low,R,Low,Above_Average
Low,F,Romance,Low,R,Low,Above_Average
Low,F,Comedy,Low,Unrated,Low,Below_Average
Low,F,Action,Low,PG-13,Low,Average
Low,D,Comedy,Average,PG,Low,Above_Average
Low,F,Animation,Low,R,Low,Average
Average,F,Comedy,High,R,Low,Above_Average
Low,F,Horror,Average,R,Low,Below_Average
Average,D,Horror,Average,PG-13,Medium,Poor
Low,F,Drama,Low,R,Low,Average
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Horror,Low,R,Low,Awful
Low,F,Action,High,PG,Low,Good
Low,F,Documentary,Low,PG-13,Low,Good
Low,F,Drama,Low,NC-17,Low,Above_Average
Low,F,Thriller,Low,PG-13,Low,Average
Low,A,Drama,Average,R,Low,Above_Average
Low,F,Drama,Low,PG-13,Low,Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Horror,Low,PG-13,Low,Below_Average
Low,F,Comedy,Low,Approved,Low,Above_Average
Low,F,Horror,High,R,Low,Average
Low,F,Documentary,Low,R,Low,Good
Average,F,Comedy,Low,R,Low,Average
Low,F,Drama,Low,PG-13,Low,Below_Average
Low,F,Thriller,Low,PG-13,Low,Below_Average
Low,F,Drama,Low,R,Low,Average
Low,F,Thriller,Low,PG-13,Low,Good
Low,F,Romance,Low,R,Low,Average
Average,F,Romance,Low,PG,Low,Average
Low,F,Family,Low,G,Low,Average
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Horror,Low,PG,Low,Below_Average
Average,C,Comedy,Average,R,Low,Above_Average
Low,F,Drama,Low,PG-13,Low,Above_Average
Low,F,Documentary,Low,R,Low,Above_Average
Low,F,Comedy,Low,PG,Low,Average
Low,F,Documentary,Low,Unrated,Low,Average
Low,F,Drama,Low,R,Low,Average
Low,F,Family,Low,PG,Low,Average
Low,F,Drama,Low,R,Low,Above_Average
Low,F,Drama,Average,R,Low,Above_Average
Low,F,Romance,Low,R,Low,Average
Low,C,Comedy,Low,R,Low,Average
Low,F,Thriller,Low,R,Low,Below_Average
High,F,Comedy,Low,R,Low,Average
Low,F,Documentary,Low,Unrated,Low,Good
Average,F,Comedy,Low,Unrated,Low,Average
Low,C,Animation,Average,PG,High,Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,A,Drama,Low,R,Low,Average
Low,F,Comedy,Low,PG-13,Low,Average
Low,F,Horror,Low,Unrated,Low,Poor
Average,F,Drama,Low,R,Low,Average
Low,F,Horror,Low,R,Low,Awful
Low,F,Comedy,Average,PG-13,Medium,Awful
Low,F,Thriller,Low,R,Low,Average
Low,F,Romance,Low,PG-13,Low,Poor
Average,F,Family,Low,PG,Low,Below_Average
Low,A,Family,High,PG,High,Average
Low,F,Horror,Low,Unrated,Low,Average
Low,F,Drama,Low,R,Low,Below_Average
Low,F,Action,Low,R,Low,Poor
Average,F,Horror,Low,Unrated,Low,Average
Low,F,Comedy,Low,Unrated,Low,Above_Average
Low,F,Documentary,Low,G,Low,Good
Low,F,Comedy,Low,PG-13,Low,Above_Average
Low,F,Comedy,High,PG,Low,Average
Low,F,Thriller,Average,R,Low,Above_Average
Low,F,Horror,High,R,Low,Average
Low,F,Drama,Low,R,Low,Above_Average
Low,F,Documentary,Low,Unrated,Low,Above_Average
Low,F,Documentary,Low,PG,Low,Below_Average
Low,F,Comedy,High,PG-13,High,Average
Low,F,Action,Low,Unrated,Low,Good
Low,F,Documentary,Low,PG,Low,Above_Average
Low,F,Romance,Low,Approved,Low,Average
Low,F,Horror,High,NC-17,Low,Above_Average
Low,F,Documentary,Low,R,Low,Above_Average
Low,F,Drama,Low,R,Low,Poor
Low,F,Horror,High,R,Low,Above_Average
Low,F,Drama,High,Unrated,Low,Good
Average,F,Comedy,Average,Unrated,Low,Good
Low,F,Comedy,Low,PG-13,Low,Average
Low,D,Horror,Average,R,Low,Average
Low,F,Comedy,Low,PG-13,Low,Above_Average
Low,F,Drama,Low,Unrated,Low,Average
Low,F,Drama,Low,R,Low,Above_Average
Low,F,Drama,Low,R,Low,Below_Average
Low,F,Romance,Low,Unrated,Low,Good
Low,F,Romance,Low,R,Low,Below_Average
Low,F,Drama,Low,R,Low,Average
Low,F,Thriller,Low,PG-13,Low,Awful
Low,F,Romance,High,PG-13,High,Above_Average
Low,D,Sci-Fi,Low,R,Low,Average
Low,F,Thriller,Low,R,Low,Poor
Low,F,Comedy,Low,R,Low,Above_Average
Low,F,Horror,Low,R,Low,Poor
Low,F,Horror,Low,R,Low,Average
Low,F,Thriller,Average,R,Low,Average
Low,D,Comedy,High,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Thriller,Low,R,Low,Poor
Average,F,Romance,Low,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Comedy,Low,Unrated,Low,Average
Low,F,Animation,Low,R,Low,Above_Average
Low,F,Thriller,Low,R,Low,Below_Average
Low,A,Romance,Average,PG-13,Low,Average
Low,F,Thriller,Low,R,Low,Awful
Low,F,Family,Low,PG,Low,Average
Low,F,Documentary,Low,PG,Low,Above_Average
Low,F,Horror,Low,PG-13,Low,Poor
Average,F,Family,Low,PG,Low,Average
Low,F,Action,Low,Unrated,Low,Good
Low,F,Documentary,Low,Unrated,Low,Above_Average
Low,F,Drama,Low,R,Low,Above_Average
Low,F,Comedy,Low,NC-17,Low,Poor
Low,F,Horror,Low,Approved,Low,Average
Low,F,Family,Average,Approved,Low,Above_Average
Low,F,Comedy,Average,R,Low,Above_Average
Low,F,Comedy,Low,Approved,Low,Average
Low,F,Documentary,Low,Unrated,Low,Above_Average
Low,A,Drama,Low,PG-13,Low,Average
Low,F,Drama,Low,R,Low,Average
Low,F,Documentary,Low,PG-13,Low,Above_Average
Low,C,Thriller,High,R,Medium,Above_Average
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Horror,Low,PG-13,Medium,Awful
Low,F,Sci-Fi,High,Unrated,Low,Good
Low,F,Documentary,Low,PG-13,Low,Above_Average
Low,F,Sci-Fi,Low,PG,Low,Below_Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Sci-Fi,Average,PG-13,Low,Above_Average
Low,F,Thriller,Low,R,Low,Below_Average
Low,F,Comedy,Low,PG-13,Low,Average
Low,F,Documentary,Low,Unrated,Low,Above_Average
Average,F,Horror,High,R,Low,Above_Average
Average,F,Documentary,Average,R,Low,Above_Average
Low,F,Horror,Low,R,Medium,Average
Low,F,Drama,Low,R,Low,Above_Average
Low,F,Comedy,Average,R,Low,Average
Low,F,Horror,High,Unrated,Low,Good
Average,F,Drama,Low,R,Low,Below_Average
Average,F,Drama,Low,PG,Low,Average
Low,F,Horror,Low,R,Low,Poor
Low,F,Horror,Average,Unrated,Low,Above_Average
Average,F,Comedy,Low,R,Low,Above_Average
Low,F,Drama,Low,R,Low,Below_Average
Low,F,Horror,Low,PG,Low,Above_Average
Low,F,Family,Low,PG,Low,Awful
Low,F,Horror,Low,Unrated,Low,Average
Low,F,Documentary,Low,Unrated,Low,Above_Average
Low,F,Horror,Average,R,Medium,Average
Low,F,Thriller,High,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,F,Documentary,High,PG,Low,Above_Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,D,Comedy,Low,R,Low,Below_Average
Low,F,Horror,Low,Approved,Low,Poor
Low,F,Drama,Low,Unrated,Low,Average
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Comedy,Low,R,Low,Average
Average,F,Comedy,Low,Unrated,Low,Average
Low,F,Horror,Low,Unrated,Low,Awful
Low,F,Sci-Fi,Average,PG-13,Low,Average
Low,F,Drama,Low,R,Low,Average
Low,F,Drama,Low,Unrated,Low,Above_Average
Low,C,Comedy,Low,R,Low,Above_Average
Low,F,Horror,Low,Unrated,Low,Awful
Low,F,Action,Low,R,Low,Poor
Low,F,Horror,Low,Unrated,Low,Below_Average
Low,F,Comedy,High,R,Low,Above_Average
Average,F,Thriller,Average,R,High,Below_Average
Low,F,Comedy,Low,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Sci-Fi,Low,Unrated,Low,Poor
Low,F,Horror,Low,NC-17,Low,Average
Low,F,Sci-Fi,Average,PG-13,Low,Above_Average
Low,F,Thriller,Average,R,Low,Average
Low,F,Drama,Low,PG-13,Low,Above_Average
Low,F,Comedy,Low,Unrated,Low,Average
Low,F,Documentary,Low,PG,Low,Average
